"politician","dbpedia","party_label","birthDate","deathDate","successor_label","religion_label","birthplace","nationality_label"
"Alfred Deakin","http://dbpedia.org/resource/Alfred_Deakin","Protectionist Party",1856-08-03,1919-10-07,"James Drake","Australian Church","Melbourne","British subject"
"Alfred Deakin","http://dbpedia.org/resource/Alfred_Deakin","Protectionist Party",1856-08-03,1919-10-07,"James Drake","Australian Church","Victoria (Australia)","British subject"
"Alfred Deakin","http://dbpedia.org/resource/Alfred_Deakin","Commonwealth Liberal Party",1856-08-03,1919-10-07,"James Drake","Australian Church","Victoria (Australia)","British subject"
"Alfred Deakin","http://dbpedia.org/resource/Alfred_Deakin","Protectionist Party",1856-08-03,1919-10-07,"Joseph Cook","Australian Church","Victoria (Australia)","British subject"
"Alfred Deakin","http://dbpedia.org/resource/Alfred_Deakin","Protectionist Party",1856-08-03,1919-10-07,"Joseph Cook","Australian Church","British Empire","British subject"
"Alfred Deakin","http://dbpedia.org/resource/Alfred_Deakin","Protectionist Party",1856-08-03,1919-10-07,"Joseph Cook","Australian Church","Melbourne","British subject"
"Alfred Deakin","http://dbpedia.org/resource/Alfred_Deakin","Commonwealth Liberal Party",1856-08-03,1919-10-07,"Joseph Cook","Australian Church","Victoria (Australia)","British subject"
"Alfred Deakin","http://dbpedia.org/resource/Alfred_Deakin","Commonwealth Liberal Party",1856-08-03,1919-10-07,"Joseph Cook","Australian Church","British Empire","British subject"
"Alfred Deakin","http://dbpedia.org/resource/Alfred_Deakin","Commonwealth Liberal Party",1856-08-03,1919-10-07,"Joseph Cook","Australian Church","Melbourne","British subject"
"Alfred Deakin","http://dbpedia.org/resource/Alfred_Deakin","Protectionist Party",1856-08-03,1919-10-07,"Lee Batchelor","Australian Church","Victoria (Australia)","British subject"
"Alfred Deakin","http://dbpedia.org/resource/Alfred_Deakin","Protectionist Party",1856-08-03,1919-10-07,"Lee Batchelor","Australian Church","British Empire","British subject"
"Alfred Deakin","http://dbpedia.org/resource/Alfred_Deakin","Protectionist Party",1856-08-03,1919-10-07,"Lee Batchelor","Australian Church","Melbourne","British subject"
"Alfred Deakin","http://dbpedia.org/resource/Alfred_Deakin","Commonwealth Liberal Party",1856-08-03,1919-10-07,"Lee Batchelor","Australian Church","Victoria (Australia)","British subject"
"Alfred Deakin","http://dbpedia.org/resource/Alfred_Deakin","Commonwealth Liberal Party",1856-08-03,1919-10-07,"Lee Batchelor","Australian Church","British Empire","British subject"
"Alfred Deakin","http://dbpedia.org/resource/Alfred_Deakin","Commonwealth Liberal Party",1856-08-03,1919-10-07,"Lee Batchelor","Australian Church","Melbourne","British subject"
"Alija Izetbegović","http://dbpedia.org/resource/Alija_Izetbegović","Party of Democratic Action",1925-08-08,2003-10-19,"Živko Radišić","Sunni Islam","Kingdom of Serbs, Croats and Slovenes","Bosniaks"
"Alija Izetbegović","http://dbpedia.org/resource/Alija_Izetbegović","Party of Democratic Action",1925-08-08,2003-10-19,"Živko Radišić","Sunni Islam","Šamac, Bosnia and Herzegovina","Bosniaks"
"Alija Izetbegović","http://dbpedia.org/resource/Alija_Izetbegović","Party of Democratic Action",1925-08-08,2003-10-19,"Živko Radišić","Sunni Islam","Bosanski Šamac","Bosniaks"
"Alija Izetbegović","http://dbpedia.org/resource/Alija_Izetbegović","Party of Democratic Action",1925-08-08,2003-10-19,"Presidency of Bosnia and Herzegovina","Sunni Islam","Bosanski Šamac","Bosniaks"
"Alija Izetbegović","http://dbpedia.org/resource/Alija_Izetbegović","Party of Democratic Action",1925-08-08,2003-10-19,"Presidency of Bosnia and Herzegovina","Sunni Islam","Kingdom of Serbs, Croats and Slovenes","Bosniaks"
"Alija Izetbegović","http://dbpedia.org/resource/Alija_Izetbegović","Party of Democratic Action",1925-08-08,2003-10-19,"Presidency of Bosnia and Herzegovina","Sunni Islam","Šamac, Bosnia and Herzegovina","Bosniaks"
"Allan McDonald (Australian politician)","http://dbpedia.org/resource/Allan_McDonald_(Australian_politician)","United Australia Party",1888-07-04,1953-06-10,"Dan Mackinnon","Presbyterian","Winchelsea, Victoria","Australia"
"Allan McDonald (Australian politician)","http://dbpedia.org/resource/Allan_McDonald_(Australian_politician)","Liberal Party of Australia",1888-07-04,1953-06-10,"Dan Mackinnon","Presbyterian","Winchelsea, Victoria","Australia"
"Andrew Thompson (politician)","http://dbpedia.org/resource/Andrew_Thompson_(politician)","Australian Labor Party",1883-07-09,1961-01-15,"Ernest Clayton","Presbyterian","Tiaro","Australia"
"Andrew Thompson (politician)","http://dbpedia.org/resource/Andrew_Thompson_(politician)","Australian Labor Party",1883-07-09,1961-01-15,"Ernest Clayton","Presbyterian","Queensland","Australia"
"Andrew Thompson (politician)","http://dbpedia.org/resource/Andrew_Thompson_(politician)","Australian Labor Party",1883-07-09,1961-01-15,"Ernest Clayton","Presbyterian","Australia","Australia"
"Andrés Bonifacio","http://dbpedia.org/resource/Andrés_Bonifacio","La Liga Filipina",1863-11-30,1897-05-10,"Emilio Aguinaldo","Catholic Church","Captaincy General of the Philippines","Filipinos"
"Andrés Bonifacio","http://dbpedia.org/resource/Andrés_Bonifacio","Katipunan",1863-11-30,1897-05-10,"Emilio Aguinaldo","Catholic Church","Captaincy General of the Philippines","Filipinos"
"Andrés Bonifacio","http://dbpedia.org/resource/Andrés_Bonifacio","Katipunan",1863-11-30,1897-05-10,"Emilio Aguinaldo","Catholic Church","Tondo, Manila","Filipinos"
"Andrés Bonifacio","http://dbpedia.org/resource/Andrés_Bonifacio","La Liga Filipina",1863-11-30,1897-05-10,"Emilio Aguinaldo","Catholic Church","Tondo, Manila","Filipinos"
"Anthony J. Celebrezze","http://dbpedia.org/resource/Anthony_J._Celebrezze","Democratic Party (United States)",1910-09-04,1998-10-29,"Ralph S. Locher","Roman Catholic","Italy","United States"
"Anthony J. Celebrezze","http://dbpedia.org/resource/Anthony_J._Celebrezze","Democratic Party (United States)",1910-09-04,1998-10-29,"Ralph S. Locher","Roman Catholic","Anzi, Basilicata","United States"
"Anthony J. Celebrezze","http://dbpedia.org/resource/Anthony_J._Celebrezze","Democratic Party (United States)",1910-09-04,1998-10-29,"Ralph S. Locher","Roman Catholic","Anzi, Italy","United States"
"Anthony J. Celebrezze","http://dbpedia.org/resource/Anthony_J._Celebrezze","Democratic Party (United States)",1910-09-04,1998-10-29,"John W. Gardner","Roman Catholic","Anzi, Basilicata","United States"
"Anthony J. Celebrezze","http://dbpedia.org/resource/Anthony_J._Celebrezze","Democratic Party (United States)",1910-09-04,1998-10-29,"John W. Gardner","Roman Catholic","Italy","United States"
"Anthony J. Celebrezze","http://dbpedia.org/resource/Anthony_J._Celebrezze","Democratic Party (United States)",1910-09-04,1998-10-29,"John W. Gardner","Roman Catholic","Anzi, Italy","United States"
"Antonio Segni","http://dbpedia.org/resource/Antonio_Segni","Christian Democracy (Italy)",1891-02-02,1972-12-01,"Fernando Tambroni","Roman Catholic Church","Sassari","Italians"
"Antonio Segni","http://dbpedia.org/resource/Antonio_Segni","Christian Democracy (Italy)",1891-02-02,1972-12-01,"Fernando Tambroni","Roman Catholic Church","Sardinia","Italians"
"Antonio Segni","http://dbpedia.org/resource/Antonio_Segni","Christian Democracy (Italy)",1891-02-02,1972-12-01,"Adone Zoli","Roman Catholic Church","Sassari","Italians"
"Antonio Segni","http://dbpedia.org/resource/Antonio_Segni","Christian Democracy (Italy)",1891-02-02,1972-12-01,"Adone Zoli","Roman Catholic Church","Sardinia","Italians"
"Antonio Segni","http://dbpedia.org/resource/Antonio_Segni","Christian Democracy (Italy)",1891-02-02,1972-12-01,"Giulio Andreotti","Roman Catholic Church","Sassari","Italians"
"Antonio Segni","http://dbpedia.org/resource/Antonio_Segni","Christian Democracy (Italy)",1891-02-02,1972-12-01,"Giulio Andreotti","Roman Catholic Church","Sardinia","Italians"
"Antonio Segni","http://dbpedia.org/resource/Antonio_Segni","Christian Democracy (Italy)",1891-02-02,1972-12-01,"Amintore Fanfani","Roman Catholic Church","Sassari","Italians"
"Antonio Segni","http://dbpedia.org/resource/Antonio_Segni","Christian Democracy (Italy)",1891-02-02,1972-12-01,"Amintore Fanfani","Roman Catholic Church","Sardinia","Italians"
"Antonio Segni","http://dbpedia.org/resource/Antonio_Segni","Christian Democracy (Italy)",1891-02-02,1972-12-01,"Giuseppe Spataro","Roman Catholic Church","Sardinia","Italians"
"Antonio Segni","http://dbpedia.org/resource/Antonio_Segni","Christian Democracy (Italy)",1891-02-02,1972-12-01,"Giuseppe Spataro","Roman Catholic Church","Sassari","Italians"
"Antonio Segni","http://dbpedia.org/resource/Antonio_Segni","Christian Democracy (Italy)",1891-02-02,1972-12-01,"Giuseppe Saragat","Roman Catholic Church","Sardinia","Italians"
"Antonio Segni","http://dbpedia.org/resource/Antonio_Segni","Christian Democracy (Italy)",1891-02-02,1972-12-01,"Giuseppe Saragat","Roman Catholic Church","Sassari","Italians"
"Antonio Segni","http://dbpedia.org/resource/Antonio_Segni","Christian Democracy (Italy)",1891-02-02,1972-12-01,"Attilio Piccioni","Roman Catholic Church","Sassari","Italians"
"Antonio Segni","http://dbpedia.org/resource/Antonio_Segni","Christian Democracy (Italy)",1891-02-02,1972-12-01,"Attilio Piccioni","Roman Catholic Church","Sardinia","Italians"
"Anura Bandaranaike","http://dbpedia.org/resource/Anura_Bandaranaike","Sri Lanka Freedom Party",1949-02-15,2008-03-16,"Sirimavo Bandaranaike","Buddhist","Colombo","Sri Lanka"
"Anura Bandaranaike","http://dbpedia.org/resource/Anura_Bandaranaike","Sri Lanka Freedom Party",1949-02-15,2008-03-16,"Sirimavo Bandaranaike","Buddhist","Sri Lanka","Sri Lanka"
"Anura Bandaranaike","http://dbpedia.org/resource/Anura_Bandaranaike","Sri Lanka Freedom Party",1949-02-15,2008-03-16,"Sirimavo Bandaranaike","Buddhist","Attanagalla","Sri Lanka"
"Anura Bandaranaike","http://dbpedia.org/resource/Anura_Bandaranaike","Sri Lanka Freedom Party",1949-02-15,2008-03-16,"Joseph Michael Perera","Buddhist","Sri Lanka","Sri Lanka"
"Anura Bandaranaike","http://dbpedia.org/resource/Anura_Bandaranaike","Sri Lanka Freedom Party",1949-02-15,2008-03-16,"Joseph Michael Perera","Buddhist","Colombo","Sri Lanka"
"Anura Bandaranaike","http://dbpedia.org/resource/Anura_Bandaranaike","Sri Lanka Freedom Party",1949-02-15,2008-03-16,"Joseph Michael Perera","Buddhist","Attanagalla","Sri Lanka"
"Anura Bandaranaike","http://dbpedia.org/resource/Anura_Bandaranaike","Sri Lanka Freedom Party",1949-02-15,2008-03-16,"Mangala Samaraweera","Buddhist","Colombo","Sri Lanka"
"Anura Bandaranaike","http://dbpedia.org/resource/Anura_Bandaranaike","Sri Lanka Freedom Party",1949-02-15,2008-03-16,"Mangala Samaraweera","Buddhist","Attanagalla","Sri Lanka"
"Anura Bandaranaike","http://dbpedia.org/resource/Anura_Bandaranaike","Sri Lanka Freedom Party",1949-02-15,2008-03-16,"Mangala Samaraweera","Buddhist","Sri Lanka","Sri Lanka"
"Aquileo Parra","http://dbpedia.org/resource/Aquileo_Parra","Colombian Liberal Party",1825-05-12,1900-12-04,"Julián Trujillo Largacha","Roman Catholic","Gran Colombia","Colombian people"
"Aquileo Parra","http://dbpedia.org/resource/Aquileo_Parra","Colombian Liberal Party",1825-05-12,1900-12-04,"Julián Trujillo Largacha","Roman Catholic","Santander Department","Colombian people"
"Aquileo Parra","http://dbpedia.org/resource/Aquileo_Parra","Colombian Liberal Party",1825-05-12,1900-12-04,"Julián Trujillo Largacha","Roman Catholic","Barichara","Colombian people"
"Armand Călinescu","http://dbpedia.org/resource/Armand_Călinescu","National Peasants' Party",1893-06-04,1939-09-21,"Gheorghe Argeşanu","Romanian Orthodox Church","Pitești","Romania"
"Armand Călinescu","http://dbpedia.org/resource/Armand_Călinescu","Peasants' Party (Romania)",1893-06-04,1939-09-21,"Gheorghe Argeşanu","Romanian Orthodox Church","Piteşti","Romania"
"Armand Călinescu","http://dbpedia.org/resource/Armand_Călinescu","National Renaissance Front",1893-06-04,1939-09-21,"Gheorghe Argeşanu","Romanian Orthodox Church","Piteşti","Romania"
"Armand Călinescu","http://dbpedia.org/resource/Armand_Călinescu","Peasants' Party (Romania)",1893-06-04,1939-09-21,"Gheorghe Argeşanu","Romanian Orthodox Church","Pitești","Romania"
"Armand Călinescu","http://dbpedia.org/resource/Armand_Călinescu","National Renaissance Front",1893-06-04,1939-09-21,"Gheorghe Argeşanu","Romanian Orthodox Church","Pitești","Romania"
"Armand Călinescu","http://dbpedia.org/resource/Armand_Călinescu","National Peasants' Party",1893-06-04,1939-09-21,"Gheorghe Argeşanu","Romanian Orthodox Church","Piteşti","Romania"
"Armand Călinescu","http://dbpedia.org/resource/Armand_Călinescu","National Renaissance Front",1893-06-04,1939-09-21,"Gheorghe Argeşanu","Romanian Orthodox Church","Kingdom of Romania","Romania"
"Armand Călinescu","http://dbpedia.org/resource/Armand_Călinescu","National Peasants' Party",1893-06-04,1939-09-21,"Gheorghe Argeşanu","Romanian Orthodox Church","Kingdom of Romania","Romania"
"Armand Călinescu","http://dbpedia.org/resource/Armand_Călinescu","Peasants' Party (Romania)",1893-06-04,1939-09-21,"Gheorghe Argeşanu","Romanian Orthodox Church","Kingdom of Romania","Romania"
"Arnold Wienholt","http://dbpedia.org/resource/Arnold_Wienholt","Nationalist Party of Australia",1877-11-25,1940-09-10,"Josiah Francis","Church of England","Queensland","Australia"
"Arnold Wienholt","http://dbpedia.org/resource/Arnold_Wienholt","Nationalist Party of Australia",1877-11-25,1940-09-10,"Ernest Bell","Church of England","Queensland","Australia"
"Arnold Wienholt","http://dbpedia.org/resource/Arnold_Wienholt","Nationalist Party of Australia",1877-11-25,1940-09-10,"Adolf Muller (politician)","Church of England","Queensland","Australia"
"Arnold Williams (American politician)","http://dbpedia.org/resource/Arnold_Williams_(American_politician)","Democratic Party (United States)",1898-05-21,1970-05-25,"C. A. Robins","The Church of Jesus Christ of Latter-day Saints","Utah","United States"
"Arnold Williams (American politician)","http://dbpedia.org/resource/Arnold_Williams_(American_politician)","Democratic Party (United States)",1898-05-21,1970-05-25,"C. A. Robins","The Church of Jesus Christ of Latter-day Saints","Fillmore, Utah","United States"
"Arthur Calwell","http://dbpedia.org/resource/Arthur_Calwell","Australian Labor Party",1896-08-28,1973-07-08,"Gough Whitlam","Roman Catholic","Melbourne, Victoria","Australia"
"Arthur Calwell","http://dbpedia.org/resource/Arthur_Calwell","Australian Labor Party",1896-08-28,1973-07-08,"Gough Whitlam","Roman Catholic","Melbourne","Australia"
"Arthur Calwell","http://dbpedia.org/resource/Arthur_Calwell","Australian Labor Party",1896-08-28,1973-07-08,"Ted Innes","Roman Catholic","Melbourne, Victoria","Australia"
"Arthur Calwell","http://dbpedia.org/resource/Arthur_Calwell","Australian Labor Party",1896-08-28,1973-07-08,"Ted Innes","Roman Catholic","Melbourne","Australia"
"Arthur Coburn","http://dbpedia.org/resource/Arthur_Coburn","Independent (politician)",1897-07-13,1969-08-29,"Val Bird","Methodist","Australia","Australian"
"Arthur Coburn","http://dbpedia.org/resource/Arthur_Coburn","Independent (politician)",1897-07-13,1969-08-29,"Val Bird","Methodist","Ravenswood, Queensland","Australian"
"Arthur Coburn","http://dbpedia.org/resource/Arthur_Coburn","Independent (politician)",1897-07-13,1969-08-29,"Val Bird","Methodist","Queensland","Australian"
"Ba Swe","http://dbpedia.org/resource/Ba_Swe","Anti-Fascist People's Freedom League",1915-10-17,1987-12-06,"U Nu","Theravada Buddhism","Dawei","Myanmar"
"Ba Swe","http://dbpedia.org/resource/Ba_Swe","Anti-Fascist People's Freedom League",1915-10-17,1987-12-06,"U Nu","Theravada Buddhism","British Burma","Myanmar"
"Barthélemy Boganda","http://dbpedia.org/resource/Barthélemy_Boganda","MESAN",1910-04-04,1959-03-29,"David Dacko","Roman Catholic Church","Oubangui-Chari","Central African Republic"
"Barthélemy Boganda","http://dbpedia.org/resource/Barthélemy_Boganda","MESAN",1910-04-04,1959-03-29,"David Dacko","Roman Catholic Church","Bobangui","Central African Republic"
"Bartolomé Calvo","http://dbpedia.org/resource/Bartolomé_Calvo","Colombian Conservative Party",1815-08-24,1889-01-02,"Tomás Cipriano de Mosquera","Roman Catholic","Cartagena, Colombia","Colombian people"
"Bartolomé Calvo","http://dbpedia.org/resource/Bartolomé_Calvo","Colombian Conservative Party",1815-08-24,1889-01-02,"Tomás Cipriano de Mosquera","Roman Catholic","Bolívar Department","Colombian people"
"Bartolomé Calvo","http://dbpedia.org/resource/Bartolomé_Calvo","Colombian Conservative Party",1815-08-24,1889-01-02,"Tomás Cipriano de Mosquera","Roman Catholic","United Provinces of New Granada","Colombian people"
"Bartolomé Calvo","http://dbpedia.org/resource/Bartolomé_Calvo","Colombian Conservative Party",1815-08-24,1889-01-02,"Tomás Cipriano de Mosquera","Roman Catholic","Cartagena de Indias","Colombian people"
"Bartolomé Calvo","http://dbpedia.org/resource/Bartolomé_Calvo","Colombian Conservative Party",1815-08-24,1889-01-02,"Francisco de Paula Urrutia Ordóñez","Roman Catholic","Bolívar Department","Colombian people"
"Bartolomé Calvo","http://dbpedia.org/resource/Bartolomé_Calvo","Colombian Conservative Party",1815-08-24,1889-01-02,"Francisco de Paula Urrutia Ordóñez","Roman Catholic","United Provinces of New Granada","Colombian people"
"Bartolomé Calvo","http://dbpedia.org/resource/Bartolomé_Calvo","Colombian Conservative Party",1815-08-24,1889-01-02,"Francisco de Paula Urrutia Ordóñez","Roman Catholic","Cartagena de Indias","Colombian people"
"Bartolomé Calvo","http://dbpedia.org/resource/Bartolomé_Calvo","Colombian Conservative Party",1815-08-24,1889-01-02,"Francisco de Paula Urrutia Ordóñez","Roman Catholic","Cartagena, Colombia","Colombian people"
"Barzilla W. Clark","http://dbpedia.org/resource/Barzilla_W._Clark","Democratic Party (United States)",1880-12-22,1943-09-21,"C. A. Bottolfsen","Methodism","Hendricks County, Indiana","United States"
"Beniamino Andreatta","http://dbpedia.org/resource/Beniamino_Andreatta","Christian Democracy (Italy)",1928-08-11,2007-03-26,"Leopoldo Elia","Roman Catholic Church","Trento","Italians"
"Beniamino Andreatta","http://dbpedia.org/resource/Beniamino_Andreatta","Italian People's Party (1994-2002)",1928-08-11,2007-03-26,"Leopoldo Elia","Roman Catholic Church","Trento","Italians"
"Beniamino Andreatta","http://dbpedia.org/resource/Beniamino_Andreatta","Christian Democracy (Italy)",1928-08-11,2007-03-26,"Leopoldo Elia","Roman Catholic Church","Italy","Italians"
"Beniamino Andreatta","http://dbpedia.org/resource/Beniamino_Andreatta","Italian People's Party (1994-2002)",1928-08-11,2007-03-26,"Leopoldo Elia","Roman Catholic Church","Italy","Italians"
"Beniamino Andreatta","http://dbpedia.org/resource/Beniamino_Andreatta","Christian Democracy (Italy)",1928-08-11,2007-03-26,"Giovanni Goria","Roman Catholic Church","Italy","Italians"
